,client_latency_ms,configured_batch_size,mean_batch_size,mean_throughput_qps,model_name,num_cpus_per_replica,num_gpus_per_replica,p99_latency_ms,std_throughput_qps
0,18908.0542371,6,5.9609375,20.5198832167,nmt,3,1,908.95647,1.15329112587
1,24014.0918143,6,5.9609375,15.9897672197,nmt,1,1,606.17035,0.895103575322
2,33859.8376686,4,3.98429319371727748336,11.3769828732,nmt,1,1,404.45792,0.443262612108
3,22032.9206629,8,7.92631578947368420482,17.9462162883,nmt,3,1,1297.941,1.14828399567
4,19433.0911543,6,5.9609375,19.9982494756,nmt,2,1,922.68378,1.12936753989
5,26137.2555143,4,3.98412698412698411963,14.8790816145,nmt,3,1,406.1756,0.587410438385
6,80803.7993657,1,0.999999999999999994579,4.87383774481,nmt,3,1,241.77252,0.107256766142
7,45483.4917243,2,1.99735449735449735855,8.6024324596,nmt,3,1,256.44096,0.184608376016
8,22337.4534243,10,9.88311688311688311005,17.5109414322,nmt,1,1,1240.323,0.0695885814714
9,22243.8694229,8,7.92708333333333333868,17.6510312042,nmt,2,1,1167.469,1.12411951505
10,27031.6993486,4,3.9842105263157894684,14.4206779727,nmt,2,1,400.97013,0.565490313427
11,60297.6058871,2,1.997347480106100805,6.4921493745,nmt,1,1,350.86002,0.134725190261
12,25363.0570029,8,7.92631578947368420482,15.2649044097,nmt,1,1,673.603,0.968203317
13,46724.5771643,2,1.997347480106100805,8.40130275439,nmt,2,1,264.44522,0.165747859475
14,19057.91033,10,9.88311688311688311005,20.3056979963,nmt,3,1,1155.077,0.131882184005
15,19389.2704957,10,9.88157894736842104966,19.9417256052,nmt,2,1,1147.278,0.166699067873
16,110303.761993,1,0.999999999999999994579,3.5913767691,nmt,1,1,336.11732,0.07229117075
17,83222.76524,1,0.99999999999999999691,4.73842615287,nmt,2,1,247.96665,0.103627279992
