,client_latency_ms,configured_batch_size,inst_type,mean_batch_size,mean_throughput_qps,model_name,num_cpus_per_replica,num_gpus_per_replica,p99_latency_ms,std_throughput_qps
0,28873.530876,1,p2.8xlarge,1.00000000000000000336,7.39792815782,tf-resnet-feats,1,1,228.861,0.403394848872
1,29018.8127964,2,p2.8xlarge,1.99675324675324675173,13.1374512816,tf-resnet-feats,1,1,256.06064,1.48144880029
2,28386.1292021,4,p2.8xlarge,3.98818897637795275564,21.0955863284,tf-resnet-feats,1,1,325.11045,1.86610879935
3,27496.4438458,6,p2.8xlarge,5.97663551401869159877,26.2812471817,tf-resnet-feats,1,1,393.7459,1.94192815537
4,26653.857197,16,p2.8xlarge,15.8636363636363636274,36.333527863,tf-resnet-feats,1,1,1520.74819,3.18308147998
5,27634.363873,24,p2.8xlarge,23.716049382716049362,40.6807898277,tf-resnet-feats,1,1,2258.026,4.1594916697
6,27181.8417083,32,p2.8xlarge,31.5373134328358208749,49.3621783655,tf-resnet-feats,1,1,1889.967,16.9122973386
7,26974.2762882,48,p2.8xlarge,47.0208333333333333356,49.1916460906,tf-resnet-feats,1,1,1632.766,4.50605594204
8,28801.9093595,64,p2.8xlarge,62.3846153846153845916,51.7751473561,tf-resnet-feats,1,1,1982.446,3.74438527358
9,27436.0767262,8,p2.8xlarge,7.95953757225433525388,28.9551349148,tf-resnet-feats,1,1,849.26106,2.48724936253
10,27637.3955713,10,p2.8xlarge,9.94267515923566879039,32.2364010001,tf-resnet-feats,1,1,1117.134,1.84800906447
11,28511.2069879,12,p2.8xlarge,11.9225352112676056477,35.164289997,tf-resnet-feats,1,1,1708.38757,0.964697852873
12,28250.1557564,14,p2.8xlarge,13.8934426229508196622,34.701253661,tf-resnet-feats,1,1,1439.18887,1.07881957411
13,28866.55892,1,p2.8xlarge,0.999999999999999996856,7.56290866214,tf-resnet-feats,1,1,207.66089,0.029230376318
