+-----+---------------------+-------------------------+-------------------+-----------------------+--------------+------------------------+------------------------+------------------+----------------------+
|     |   client_latency_ms |   configured_batch_size |   mean_batch_size |   mean_throughput_qps | model_name   |   num_cpus_per_replica |   num_gpus_per_replica |   p99_latency_ms |   std_throughput_qps |
|  78 |            4100.95  |                      32 |          31.9234  |              2972.1   | elastic-net  |                      3 |                      0 |          9.12358 |             2332.35  |
|  79 |            7022.16  |                       8 |           7.99805 |              1343.26  | elastic-net  |                      4 |                      0 |          4.19929 |              877.643 |
|  80 |            6794.55  |                       8 |           7.99805 |              1118.6   | elastic-net  |                      4 |                      0 |          4.19929 |              888.456 |
|  81 |            4446.03  |                      16 |          15.988   |              1981.03  | elastic-net  |                      4 |                      0 |          6.42278 |             1419.63  |
|  82 |            5121.51  |                      16 |          15.9872  |              1899.14  | elastic-net  |                      4 |                      0 |          6.30899 |             1329.63  |
|  83 |            4266.41  |                      32 |          31.975   |              1841.98  | elastic-net  |                      4 |                      0 |         11.3306  |             1140.83  |
|  84 |            4569.94  |                      32 |          31.9744  |              1885.38  | elastic-net  |                      4 |                      0 |         11.854   |             1235.27  |
|  85 |            7133.15  |                       8 |           7.99805 |              1396.4   | elastic-net  |                      5 |                      0 |          3.94336 |              990.171 |
|  86 |            7104.02  |                       8 |           7.99805 |              1129.21  | elastic-net  |                      5 |                      0 |          3.94336 |              569.193 |
|  87 |            4646.47  |                      16 |          15.9872  |              1509.06  | elastic-net  |                      5 |                      0 |          5.91379 |              946.725 |
|  88 |            5148.41  |                      16 |          15.9872  |              1770.4   | elastic-net  |                      5 |                      0 |          5.91379 |             1287.55  |
|  89 |            5724.15  |                       8 |           7.99829 |              1702.48  | elastic-net  |                      1 |                      1 |          2.79009 |              930.592 |
|  90 |            5966.57  |                       8 |           7.99829 |              1394.63  | elastic-net  |                      1 |                      1 |          2.68218 |              760.438 |
|  91 |            5956.2   |                       8 |           7.99805 |              1812.45  | elastic-net  |                      1 |                      1 |          2.62487 |             1217.18  |
|  92 |            4390.47  |                      16 |          15.9924  |              3187.18  | elastic-net  |                      1 |                      1 |          4.08931 |             1973.41  |
|  93 |            3929.97  |                      16 |          15.994   |              2332.64  | elastic-net  |                      1 |                      1 |          4.01037 |             1441.12  |
|  94 |            4238.29  |                      16 |          15.9936  |              2840.52  | elastic-net  |                      1 |                      1 |          4.00302 |             2304.47  |
|  95 |            3650.37  |                      32 |          31.9662  |              4045.45  | elastic-net  |                      1 |                      1 |          6.83178 |             2384.82  |
|  96 |            3833.15  |                      32 |          31.9752  |              3338.79  | elastic-net  |                      1 |                      1 |          6.5265  |             2053.97  |
|  97 |            3843.76  |                      32 |          31.9744  |              2943.65  | elastic-net  |                      1 |                      1 |          6.52488 |             2063.6   |
|  98 |            6843     |                       8 |           7.9978  |              1469.07  | elastic-net  |                      2 |                      1 |          3.03113 |              996.682 |
|  99 |            6126.09  |                       8 |           7.99609 |              1803.13  | elastic-net  |                      2 |                      1 |          2.98718 |             1371.32  |
| 100 |            4321.28  |                      16 |          15.9931  |              2498.25  | elastic-net  |                      2 |                      1 |          4.49262 |             1589.65  |
| 101 |            5037.15  |                      16 |          15.9936  |              3018.52  | elastic-net  |                      2 |                      1 |          4.3958  |             2386.09  |
| 102 |            3864.81  |                      32 |          31.9713  |              2968.58  | elastic-net  |                      2 |                      1 |          7.175   |             1764.69  |
| 103 |            4285.91  |                      32 |          31.9744  |              2663     | elastic-net  |                      2 |                      1 |          6.92556 |             1842.23  |
| 104 |            5958.43  |                       8 |           7.99634 |              1448.12  | elastic-net  |                      3 |                      1 |          3.60166 |              941.731 |
| 105 |            6600.42  |                       8 |           7.99609 |              1340.69  | elastic-net  |                      3 |                      1 |          3.59518 |              869.673 |
| 106 |            6117.47  |                       8 |           7.99609 |              1254.63  | elastic-net  |                      3 |                      1 |          3.59518 |             1147.69  |
| 107 |            4973.73  |                      16 |          15.9716  |              2926.29  | elastic-net  |                      3 |                      1 |          6.20584 |             1940.49  |
