,client_latency_ms,configured_batch_size,inst_type,mean_batch_size,mean_throughput_qps,model_name,num_cpus_per_replica,num_gpus_per_replica,p99_latency_ms,std_throughput_qps
0,18908.0542371,6,g3.4xlarge,5.9609375,20.5198832167,nmt,3,1,908.95647,1.15329112587
1,25874.4721443,4,g3.4xlarge,3.98412698412698411963,14.7595557686,nmt,3,1,346.0696,0.580286262172
2,60849.8058643,25,g3.4xlarge,24.2258064516129032299,6.68862756672,nmt,3,1,3754.236,0.0186125216782
3,51888.4304686,4,g3.4xlarge,3.98412698412698411963,7.51746836914,nmt,2,1,605.4493,0.291441116443
4,14289.2460171,15,g3.4xlarge,14.7254901960784313764,26.8369309476,nmt,4,1,663.946,3.27573129916
5,82614.6366914,1,g3.4xlarge,1.0000000000000000052,4.77840038135,nmt,2,1,246.53241,0.0964241508926
6,53452.0118086,6,g3.4xlarge,5.96031746031746031359,7.41877982786,nmt,5,1,1090.14831,0.392054674218
7,18369.38273,6,g3.4xlarge,5.96062992125984252804,20.5956885855,nmt,4,1,584.52972,1.10228291493
8,25097.8993529,25,g3.4xlarge,24.2258064516129032299,15.6031109317,nmt,2,1,1632.568,0.0521550218023
9,13548.5511771,20,g3.4xlarge,19.5128205128205128114,28.6212707673,nmt,4,1,779.56,5.7492954138
10,11672.4808343,25,g3.4xlarge,24.25,31.6135503023,nmt,2,1,826.019,0.0533197002249
11,21372.4169457,8,g3.4xlarge,7.92708333333333333868,17.9131892046,nmt,3,1,679.492,1.08235548173
12,154135.094619,1,g3.4xlarge,1.0000000000000000052,2.5592503061,nmt,2,1,491.04955,0.0469905669381
13,21745.0932471,10,g3.4xlarge,9.88157894736842104966,17.5653322726,nmt,1,1,752.733,0.020362558706
14,148501.41741,1,g3.4xlarge,0.999999999999999994579,2.6556964471,nmt,3,1,473.05256,0.0499299279537
15,243284.00721,1,g3.4xlarge,1.0000000000000000052,1.63280466199,nmt,2,1,677.44985,0.00698001009962
16,50065.5519014,4,g3.4xlarge,3.98412698412698411963,7.77742604653,nmt,4,1,593.8531,0.297641670602
17,70157.6017357,20,g3.4xlarge,19.5128205128205128114,6.00943227031,nmt,5,1,3484.626,1.2034986742
18,76863.5403286,20,g3.4xlarge,19.5128205128205128114,5.51869812852,nmt,1,1,3791.959,1.10468233006
19,18565.69442,10,g3.4xlarge,9.88157894736842104966,20.2906562323,nmt,5,1,677.526,0.096040655904
20,232939.957549,1,g3.4xlarge,1.0000000000000000052,1.70513436549,nmt,3,1,649.05045,0.00753160998442
21,103156.38907,8,g3.4xlarge,7.92631578947368420482,3.9169821488,nmt,3,1,2073.188,0.238146368538
22,38396.5125686,6,g3.4xlarge,5.96031746031746031359,10.1805394188,nmt,2,1,758.8355,0.573666628311
23,14254.4280457,15,g3.4xlarge,14.7254901960784313764,26.8881001263,nmt,3,1,669.212,3.24632904439
24,24014.0918143,6,g3.4xlarge,5.9609375,15.9897672197,nmt,1,1,606.17035,0.895103575322
25,216631.133214,2,g3.4xlarge,1.99734042553191488826,1.83870046132,nmt,4,1,1107.04632,0.0159448812654
26,33859.8376686,4,g3.4xlarge,3.98429319371727748336,11.3769828732,nmt,1,1,404.45792,0.443262612108
27,47084.4208971,2,g3.4xlarge,1.997347480106100805,8.28218875112,nmt,2,1,268.52312,0.174809293203
28,43696.4852614,8,g3.4xlarge,7.92631578947368420482,9.00434343388,nmt,3,1,969.956,0.546221644332
29,13556.12822,20,g3.4xlarge,19.5128205128205128114,28.6444122324,nmt,5,1,781.713,5.73688616331
30,18609.8265657,10,g3.4xlarge,9.88157894736842104966,20.210860462,nmt,3,1,666.191,0.0879701096967
31,14496.9418914,15,g3.4xlarge,14.7307692307692307777,26.5508884023,nmt,2,1,688.128,3.22877043387
32,93373.3751586,10,g3.4xlarge,9.88157894736842104966,4.29471368377,nmt,5,1,2337.406,0.00810875522535
33,73148.1174986,4,g3.4xlarge,3.98412698412698411963,5.40043868493,nmt,5,1,909.4127,0.222222985207
34,125442.505277,4,g3.4xlarge,3.98412698412698411963,3.18441023635,nmt,4,1,1294.2822,0.128708496622
35,382441.778646,1,g3.4xlarge,0.999999999999999994579,1.0462791224,nmt,5,1,1024.73164,0.0204323009719
36,35625.1326914,25,g3.4xlarge,24.2258064516129032299,11.1630364324,nmt,5,1,2579.739,0.408798276566
37,88584.9933686,2,g3.4xlarge,1.99734042553191488826,4.42377983198,nmt,2,1,520.08142,0.0757856185139
38,82251.3896171,15,g3.4xlarge,14.7254901960784313764,5.08125803266,nmt,1,1,3060.843,0.621426991788
39,22032.9206629,8,g3.4xlarge,7.92631578947368420482,17.9462162883,nmt,3,1,1297.941,1.14828399567
40,25570.5799043,8,g3.4xlarge,7.92631578947368420482,15.1715847577,nmt,1,1,746.294,0.919279464337
41,124969.226919,4,g3.4xlarge,3.98412698412698411963,3.19749414426,nmt,3,1,1287.7457,0.127832283794
42,19433.0911543,6,g3.4xlarge,5.9609375,19.9982494756,nmt,2,1,922.68378,1.12936753989
43,105502.524859,10,g3.4xlarge,9.88157894736842104966,3.81892879456,nmt,1,1,2630.14,0.005404658906
44,168086.553993,2,g3.4xlarge,1.99734042553191488826,2.36915730029,nmt,1,1,1030.20573,0.0259677951626
45,56411.46405,10,g3.4xlarge,9.88157894736842104966,7.00204990724,nmt,2,1,1681.863,0.110332912334
46,72533.4451357,4,g3.4xlarge,3.9842105263157894684,5.44888385956,nmt,4,1,903.18077,0.22588960922
47,26137.2555143,4,g3.4xlarge,3.98412698412698411963,14.8790816145,nmt,3,1,406.1756,0.587410438385
